crew, tier, rarity, CMD_core, CMD_min, CMD_max, SCI_core, SCI_min, SCI_max, SEC_core, SEC_min, SEC_max, ENG_core, ENG_min, ENG_max, DIP_core, DIP_min, DIP_max, MED_core, MED_min, MED_max, V_CMD_SCI, V_CMD_SEC, V_CMD_ENG, V_CMD_DIP, V_CMD_MED, V_SCI_SEC, V_SCI_ENG, V_SCI_DIP, V_SCI_MED, V_SEC_ENG, V_SEC_DIP, V_SEC_MED, V_ENG_DIP, V_ENG_MED, V_DIP_MED, G_CMD_SCI, G_CMD_SEC, G_CMD_ENG, G_CMD_DIP, G_CMD_MED, G_SCI_SEC, G_SCI_ENG, G_SCI_DIP, G_SCI_MED, G_SEC_ENG, G_SEC_DIP, G_SEC_MED, G_ENG_DIP, G_ENG_MED, G_DIP_MED, voyage_rank, gauntlet_rank, traits, hidden_traits, action_name, action_bonus_type, action_bonus_amount, action_initial_cooldown, action_duration, action_cooldown, bonus_ability, trigger, uses_per_battle, penalty_type, penalty_amount, accuracy, crit_bonus, crit_chance, evasion, charge_phases, short_name, image_name, symbol, shuttle_rank, collections_rank, ship_rank, overall_rank, stat_collections, crew_collections, vanity_collections, potential_collections
"Civil War Worf",0,4, 482,113,280,0,0,0,702,125,270,0,0,0,0,0,0,0,0,0,1261,608,1215,1393,1053,939,0,0,0,883,1224,734,0,0,0,993,435,930,1171,788,912,0,0,0,870,1207,754,0,0,0,1722,1626,"Klingon, Federation, Duelist, Tactician, Maverick","nonhuman, male, organic, tng, worf, crew_max_rarity_4","Duty Before Honor",2, 7, 12, 5, 12, 1, 0, , , , 400, 510, 385, 50, false,"Worf",crew_portraits_cm_worfkdf_sm.png,worf_kdf_crew, 36.3407, 30.8943, 49.7524, 37.9745, 3, 0, 0, 0
"Dark Ages McCoy",0,5, 0,0,0,0,0,0,745,175,344,0,0,0,786,84,188,972,201,503,0,1023,0,1160,397,906,0,1021,335,845,265,24,1002,237,72,0,796,0,1407,189,613,0,1278,192,612,352,15,1271,96,92,828,255,"Federation, Starfleet, Civilian, Human, Physician, Undercover Operative","male, organic, tos, mccoy, crew_max_rarity_5","You Owe Me One",1, 7, 10, 10, 14, 6, 0, , , , 800, 90, 92, 925, false,"McCoy",crew_portraits_cm_mccoytvh_sm.png,mccoy_scrubs_crew, 77.4156, 27.8455, 56.4401, 77.6231, 3, 0, 0, 0
"Changeling Bashir",0,4, 0,0,0,0,0,0,569,178,423,250,96,216,0,0,0,648,99,234,0,1071,1511,0,848,969,1253,0,599,581,1261,102,1554,331,894,0,692,1129,0,929,464,829,0,637,138,686,81,1164,124,945,1545,884,"Changeling, Dominion, Starfleet, Physician, Undercover Operative, Saboteur, Villain, Shapeshifter","nonhuman, male, organic, ds9, bashir, crew_max_rarity_4","Healing Touch",2, 7, 12, 12, 20, 2, 0, , 0, 3, 865, 265, 120, 875, false,"Changeling",crew_portraits_cm_bashirchangeling_sm.png,bashir_changeling_crew, 45.2852, 39.8374, 56.3122, 54.8429, 5, 0, 0, 39.5016
"Hockey Kim",0,3, 195,46,120,0,0,0,325,47,127,444,83,195,0,0,0,0,0,0,1615,1257,960,1676,1400,1539,1085,0,0,850,1656,1213,1400,872,0,1549,1147,841,1610,1333,1505,922,0,0,783,1638,1192,1252,762,0,1763,1737,"Starfleet, Federation, Human, Athlete, Costumed, Musician, Casual, Playful","male, organic, voy, kim, crew_max_rarity_3","One-Timer",1, 4, 6, 4, 10, 1, 1, , , , 455, 170, 107, 730, false,"Kim",crew_portraits_cm_harrykimhockey_sm.png,kim_hockey_crew, 29.4917, 66.6667, 23.2734, 45.6368, 8, 0, 0, 0
"Hockey Paris",0,3, 407,109,245,0,0,0,339,42,98,0,0,0,200,41,135,0,0,0,1403,1029,1341,1188,1198,1542,0,1571,0,1361,1384,1216,1590,0,1364,1075,837,1008,886,863,1548,0,1496,0,1361,1352,1222,1503,0,1291,1760,1708,"Human, Starfleet, Federation, Pilot, Maverick, Athlete, Gambler, Costumed, Casual, Playful","organic, male, voy, paris, crew_max_rarity_3","Five-Hole",2, 4, 8, 10, 10, 4, 0, , , , 445, 30, 124, 640, false,"Paris",crew_portraits_cm_tomparishockey_sm.png,paris_hockey_crew, 29.026, 77.8455, 42.9809, 52.0284, 9, 0, 0, 19.74
"Gilora Rejal",0,3, 149,64,142,486,49,139,0,0,0,294,82,218,0,0,0,0,0,0,1061,1548,1184,1681,1404,1360,687,1381,858,1337,0,0,1526,976,0,1000,1440,649,1556,1269,1490,506,1476,954,1076,0,0,1201,718,0,1762,1696,"Cardassian, Astrophysicist, Innovator, Romantic","nonhuman, female, organic, ds9, rejal, crew_max_rarity_3","No Time to Explain",1, 4, 8, 10, 8, 6, 0, , 0, 2, 490, 740, 90, 25, false,"Rejal",crew_portraits_cm_gilorarejal_sm.png,rejal_crew, 28.5021, 28.0488, 52.3304, 36.0279, 4, 0, 0, 21.0401
"Kal-if-fee Spock",0,4, 335,79,229,599,59,124,676,141,282,0,0,0,0,0,0,0,0,0,790,707,1399,1565,1260,370,876,1188,688,891,1232,740,0,0,0,758,489,1137,1327,984,458,1205,1486,960,837,1162,719,0,0,0,1552,1515,"Federation, Starfleet, Human, Vulcan, Exobiology, Astrophysicist, Duelist, Musician, Telepath, Primal, Compromised","nonhuman, male, organic, tos, spock, crew_max_rarity_4","My Heart is Flame",0, 6, 12, 5, 12, 1, 0, , , , 15, 340, 451, , false,"Spock",crew_portraits_cm_spockamoktime_sm.png,spock_duelist_crew, 49.5343, 43.6992, 60.612, 54.7584, 6, 0, 0, 39.415
"Kal-if-fee Kirk",0,5, 458,182,323,0,0,0,981,247,483,0,0,0,765,204,444,0,0,0,1197,284,1137,479,977,517,0,937,0,502,99,347,905,0,728,710,76,645,85,501,256,0,490,0,287,27,180,410,0,303,895,80,"Human, Federation, Starfleet, Romantic, Inspiring, Duelist, Desperate","male, organic, tos, kirk, crew_max_rarity_5","Be the Captain",2, 7, 12, 10, 14, 8, 4, , , , 515, 355, 18, 325, false,"Kirk",crew_portraits_cm_kirkamoktime_sm.png,kirk_duelist_crew, 67.8114, 25.2033, 20.2631, 74.2734, 2, 0, 0, 0
"Ambassador Fox",0,3, 352,91,206,0,0,0,0,0,0,0,0,0,435,90,217,0,0,0,1455,1425,1378,1099,1235,0,0,1371,0,0,1520,0,1385,0,1174,1217,1243,1179,770,1024,0,0,1211,0,0,1379,0,1187,0,1000,1791,1746,"Federation, Civilian, Human, Communicator, Diplomat, Veteran, Ambassador","male, organic, tos, fox, crew_max_rarity_3","Learning Quickly",1, 4, 8, 10, 10, 4, 0, , , , 515, , , 605, false,"Fox",crew_portraits_cm_robertfox_sm.png,fox_ambassador_crew, 24.156, 55.0813, 40.0164, 38.0952, 5, 0, 0, 19.9133
"Holodeck 3 Dr. Brahms",0,3, 0,0,0,474,60,156,0,0,0,382,63,155,0,0,0,0,0,0,1400,0,1394,0,0,1359,670,1377,857,1283,0,0,1447,906,0,1467,0,1400,0,0,1407,654,1411,880,1263,0,0,1422,920,0,1794,1822,"Federation, Starfleet, Civilian, Hologram, Human, Cyberneticist, Warp Theorist, Romantic, Educator","female, nonhuman, artificial_life, tng, brahms, crew_max_rarity_3","Looking at Me",1, 4, 6, 8, 10, 6, 0, , , , 280, , 240, 250, false,"Brahms",crew_portraits_cm_leah_brahms_sm.png,brahms_hologram_crew, 26.2709, 21.1382, 34.8024, 29.2117, 3, 0, 0, 62.5135
"Captain Kasidy Yates",0,3, 446,70,205,0,0,0,336,39,93,0,0,0,191,53,144,0,0,0,1401,1031,1338,1183,1195,1546,0,1570,0,1364,1396,1219,1589,0,1363,1268,1026,1229,985,1070,1552,0,1460,0,1365,1330,1227,1475,0,1259,1761,1745,"Federation, Civilian, Human, Bajoran, Smuggler","female, organic, ds9, yates, crew_max_rarity_3","No Apologies",0, 4, 8, 10, 10, 4, 0, , , , 675, 100, 30, 715, false,"Yates",crew_portraits_cm_kassidyyates_sm.png,yates_captain_crew, 29.8409, 22.3577, 48.8559, 31.5176, 3, 0, 0, 19.3716
"Doctor La Forge",0,4, 0,0,0,0,0,0,558,72,195,295,116,222,0,0,0,699,133,284,0,1240,1444,0,756,1156,1200,0,555,728,1386,220,1494,197,811,0,1294,1072,0,750,1231,783,0,543,465,1449,208,1109,70,801,1553,1333,"Human, Starfleet, Cyberneticist, Federation, Investigator, Costumed, Physician","male, organic, tng, laforge, crew_max_rarity_4","Field Repairs",1, 8, 12, 5, 12, 2, 0, , , , 2550, 395, 260, 1000, false,"La Forge",crew_portraits_cm_watsonlaforge_sm.png,laforge_doctor_crew, 47.8851, 38.6179, 59.7967, 53.6367, 3, 1, 0, 40.1733
"Detective Data",0,5, 0,0,0,815,163,368,1084,193,419,460,99,223,0,0,0,0,0,0,912,687,1311,0,0,41,206,942,508,171,726,326,1355,849,0,668,660,1105,0,0,40,146,719,367,129,633,304,1143,652,0,913,286,"Android, Federation, Starfleet, Cyberneticist, Costumed, Investigator, Musician, Cultural Figure","nonhuman, male, tng, artificial_life, data, crew_max_rarity_5","Cybernetic Interface",0, 7, 12, 10, 14, 7, 0, , , , 1350, 775, 350, 800, false,"Data",crew_portraits_cm_holmesdata_sm.png,data_detective_crew, 72.6038, 52.0325, 74.7179, 75.9187, 5, 0, 0, 60.6717
"Ensign Mendon",0,3, 0,0,0,448,123,389,0,0,0,420,40,92,0,0,0,0,0,0,1209,0,1397,0,0,1150,573,1184,684,1287,0,0,1451,909,0,719,0,1511,0,0,643,310,743,387,1366,0,0,1552,1000,0,1775,1728,"Benzite, Prodigy, Starfleet, Resourceful","nonhuman, male, organic, mendon, tng, crew_max_rarity_3","I'll Succeed Brilliantly",2, 5, 4, 4, 8, 3, 0, 2, , , 130, 100, 5, 440, false,"Mendon",crew_portraits_cm_mendonensign_sm.png,mendon_ensign_crew, 26.6007, 45.122, 22.1464, 35.1089, 4, 0, 0, 0
"Ensign Vorik",0,3, 0,0,0,0,0,0,0,0,0,383,120,316,0,0,0,0,0,0,0,0,1332,0,0,0,1075,0,0,1219,0,0,1379,862,0,0,0,856,0,0,0,650,0,0,824,0,0,899,489,0,1876,1818,"Starfleet, Federation, Vulcan, Telepath","nonhuman, male, organic, voy, vorik, crew_max_rarity_3","Only Logical",1, 4, 10, 6, 15, 2, 0, , 0, 2, 757, 185, 474, 380, false,"Vorik",crew_portraits_cm_vorik_sm.png,vorik_crew, 11.6608, 29.878, 30.683, 22.5855, 4, 0, 0, 18.3749
"Private S. Money",0,3, 0,0,0,0,0,0,508,64,170,0,0,0,0,0,0,0,0,0,0,1345,0,0,0,1307,0,0,0,1185,1484,1035,0,0,0,0,1380,0,0,0,1344,0,0,0,1220,1531,1088,0,0,0,1875,1889,"Human, MACO, Marksman, Veteran","female, organic, ent, money, crew_max_rarity_3","Tactical Advance",0, 5, 8, 12, 12, , , , , , 1055, 810, 249, 50, false,"Money",crew_portraits_cm_moneyprivate_sm.png,money_crew, 15.6771, 32.9268, 9.7236, 20.7787, 4, 0, 0, 20.8884
"Captain Dathon",0,3, 185,48,122,0,0,0,475,20,60,0,0,0,488,90,212,0,0,0,1616,1140,1549,1164,1402,1392,0,1296,0,1253,1069,1102,1309,0,1097,1545,1334,1469,992,1328,1591,0,1227,0,1399,1238,1258,1215,0,1018,1732,1768,"Tamarian, Maverick, Communicator, Survivalist","nonhuman, male, organic, dathon, tng, crew_max_rarity_3","Darmok and Jalad at Tanagra",2, 3, 0, 12, 10, 5, 4, , , , 300, , 125, 150, true,"Dathon",crew_portraits_cm_dathon_sm.png,dathon_captain_crew, 35.3318, 59.3496, 16.6053, 40.8787, 5, 0, 0, 0
"Drafted McCoy",0,4, 0,0,0,0,0,0,0,0,0,0,0,0,701,107,236,664,117,367,0,0,0,1173,758,0,0,1032,556,0,1246,732,1016,527,151,0,0,0,1288,563,0,0,1147,428,0,1315,546,1108,340,159,1668,1600,"Federation, Starfleet, Civilian, Human, Physician","male, organic, tos, mccoy, crew_max_rarity_4","Reserve Activation",1, 6, 6, 6, 6, , , , , , 450, 80, 53, 475, true,"McCoy",crew_portraits_cm_mccoydrafted_sm.png,mccoy_drafted_crew, 42.239, 22.1545, 5.0955, 35.4661, 2, 0, 0, 0
"Lieutenant Saavik",0,3, 470,30,116,457,107,251,0,0,0,0,0,0,146,49,131,0,0,0,795,1391,1350,1285,1208,1303,1032,1046,812,0,1693,0,1600,0,1373,735,1511,1501,1308,1360,1014,746,706,600,0,1636,0,1498,0,1284,1735,1707,"Vulcan, Starfleet, Federation, Resourceful, Telepath","nonhuman, female, organic, saavik, tos, crew_max_rarity_3","Doomed Expedition",2, 4, 3, 6, 6, 2, 0, 2, , , 265, 50, 33, 250, false,"Saavik",crew_portraits_cm_saavikfieldjacket_sm.png,saavik_lieutenant_crew, 32.9259, 47.561, 33.3682, 44.6263, 4, 0, 0, 18.3749
"Commander Scott",0,3, 345,56,156,0,0,0,0,0,0,427,100,224,0,0,0,0,0,0,1534,1481,877,1612,1323,0,1082,0,0,1228,0,0,1392,867,0,1468,1431,593,1548,1264,0,798,0,0,1013,0,0,1133,643,0,1808,1771,"Human, Starfleet, Federation, Innovator, Resourceful, Educator","male, organic, evsuit, tos, scott, crew_max_rarity_3","Not Even Tested",1, 4, 3, 6, 6, 2, 0, 2, , , 550, 240, 219, 375, false,"Scotty",crew_portraits_cm_scotty_the_motion_picture_sm.png,scott_commander_crew, 23.5157, 58.9431, 34.1668, 40.7153, 6, 0, 0, 0
"Professor Scott",0,4, 258,22,40,568,91,206,0,0,0,787,121,268,0,0,0,0,0,0,958,1540,619,1673,1398,1111,207,1161,661,859,0,0,981,506,0,1083,1554,817,1694,1411,1177,261,1244,713,890,0,0,997,542,0,1591,1662,"Human, Starfleet, Federation, Undercover Operative, Prodigy, Educator","male, organic, tos, scott, crew_max_rarity_4","Hello Computer",1, 6, 12, 5, 12, 1, 0, , , , 65, 140, 219, 375, false,"Scotty",crew_portraits_cm_scottystiv_sm.png,scott_stiv_crew, 49.3597, 27.439, 51.4862, 44.9254, 4, 0, 0, 0
"Angel I Riker",0,4, 720,131,304,0,0,0,0,0,0,0,0,0,562,189,430,0,0,0,988,1049,924,472,751,0,0,1054,0,0,1267,0,1036,0,850,923,988,848,174,715,0,0,544,0,0,659,0,474,0,361,1666,1237,"Human, Federation, Starfleet, Pilot, Maverick, Romantic, Gambler","male, organic, tng, riker, crew_max_rarity_4","Stay Execution",0, 7, 6, 12, 12, 5, 0, 2, , , 150, 75, 200, 265, false,"Riker",crew_portraits_cm_riker_angel_one_sm.png,riker_angel_one_crew, 39.2705, 30.8943, 45.9714, 44.9075, 3, 0, 0, 19.74
"Disguised Kira",0,5, 0,0,0,0,0,0,857,259,681,0,0,0,1107,98,197,0,0,0,0,747,0,924,0,568,0,732,0,535,80,370,666,0,542,0,267,0,1376,0,111,0,1249,0,120,52,78,1227,0,1043,1035,907,"Bajoran, Saboteur, Marksman, Undercover Operative, Veteran","nonhuman, female, organic, ds9, kira, crew_max_rarity_5","False Promises",1, 7, 12, 10, 14, 8, 4, , , , 415, 375, 175, 400, false,"Kira",crew_portraits_cm_kiradisguised_sm.png,kira_disguised_homecoming_crew, 60.5937, 43.4959, 19.1136, 59.3722, 5, 0, 0, 20.8884
"Mirror Garak",0,4, 534,147,314,0,0,0,427,140,296,0,0,0,619,51,142,0,0,0,1136,684,1076,741,924,1275,0,1158,0,1172,753,1013,1146,0,956,822,299,748,646,607,866,0,1469,0,818,599,696,1482,0,1268,1529,1132,"Cardassian, Scoundrel, Interrogator, Brutal, Klingon-Cardassian Alliance, Mirror Universe","nonhuman, male, organic, ds9, garak, crew_max_rarity_4","Look Forward",1, 7, 6, 12, 12, , , , , , 165, 120, 3, 710, false,"Garak",crew_portraits_cm_garakmirror_sm.png,garak_mirror_crew, 48.5254, 32.3171, 14.9513, 45.2464, 4, 0, 0, 38.0932
"Commander Tomalak",0,4, 558,202,435,0,0,0,466,188,447,0,0,0,0,0,0,0,0,0,1016,548,947,1186,771,1040,0,0,0,969,1315,825,0,0,0,426,68,390,682,257,384,0,0,0,403,572,268,0,0,0,1710,822,"Romulan, Veteran, Villain, Tactician","nonhuman, male, organic, tomalak, tng, crew_max_rarity_4","Tactical Advantage",0, 7, 10, 10, 10, , , , , , 100, 470, 46, 215, false,"Tomalak",crew_portraits_cm_tomalak_sm.png,tomalak_commander_crew, 31.3737, 26.0163, 15.0569, 38.1858, 3, 0, 0, 20.2167
"Rianna Mayweather",0,4, 0,0,0,0,0,0,0,0,0,561,84,177,476,81,164,635,110,251,0,0,1178,1489,847,0,897,1360,597,1082,1513,789,649,157,408,0,0,1277,1473,854,0,962,1342,591,1157,1509,821,683,157,379,1536,1560,"Human, Civilian, Resourceful, Communicator, Nurse, Jury Rigger","female, organic, ent, rianna_mayweather, crew_max_rarity_4","Whatever it Takes",1, 5, 12, 12, 20, 2, 0, , , , 400, 575, 345, 1250, false,"Rianna",crew_portraits_cm_riannamayweather_sm.png,mayweather_rianna_crew, 51.494, 68.4959, 47.3197, 56.376, 5, 0, 0, 0
"Dr. Toby Russell",0,4, 325,130,266,462,108,249,0,0,0,0,0,0,0,0,0,571,204,467,831,1402,1359,1518,317,1291,1021,1297,244,0,0,733,0,528,814,260,1043,922,1163,31,1020,749,1099,52,0,0,220,0,113,268,1561,393,"Federation, Civilian, Human, Neurologist, Geneticist, Maverick, Physician","female, organic, tng, toby_russell, crew_max_rarity_4","Questionable Ethics",2, 9, 12, 10, 12, , , , 0, 2, 350, 940, 264, 175, false,"Dr. Russell",crew_portraits_cm_tobyrussellscrubs_sm.png,toby_russell_crew, 41.8898, 32.7236, 10.9302, 48.2752, 3, 0, 0, 0
"Mirror Jennifer Sisko",0,4, 0,0,0,663,122,339,0,0,0,536,62,132,474,178,403,0,0,0,1000,0,1285,1296,0,946,338,423,560,1183,1332,0,528,830,926,858,0,1444,836,0,803,296,127,478,1311,792,0,248,959,466,1415,934,"Human, Astrophysicist, Civilian, Terran Rebellion, Mirror Universe, Educator","female, organic, ds9, jennifer, crew_max_rarity_4","Exploit Weakness",2, 5, 6, 10, 12, 4, 0, , , , 925, 100, 135, 1000, true,"Jennifer",crew_portraits_cm_jennifersiskomirror_sm.png,jennifersisko_mirror_crew, 51.4164, 23.5772, 44.6611, 49.5513, 3, 0, 0, 21.0401
"Ambassador Neelix",0,3, 0,0,0,0,0,0,0,0,0,371,39,105,433,91,263,0,0,0,0,0,1471,1487,0,0,1228,1352,0,1334,1504,0,933,973,1153,0,0,1503,1257,0,0,1243,1110,0,1359,1297,0,715,995,905,1801,1788,"Talaxian, Mylean, Resourceful, Survivalist, Chef, Ambassador, Civilian, Communicator","nonhuman, male, organic, voy, neelix, crew_max_rarity_3","Soup's On",1, 4, 12, 14, 10, 6, 0, , 2, 1, 215, 100, 215, 350, false,"Neelix",crew_portraits_cm_neelixdiplomat_sm.png,neelix_ambassador_crew, 24.6411, 83.5366, 35.2529, 50.1074, 7, 0, 0, 19.9133
"Doctor Chaotica",0,5, 925,211,523,962,134,469,0,0,0,0,0,0,0,0,0,0,0,0,56,785,608,908,448,623,504,735,383,0,0,0,0,0,0,13,485,258,515,151,488,374,579,298,0,0,0,0,0,0,1086,624,"Human, Hologram, Scoundrel, Villain, Crafty, Brutal","male, nonhuman, artificial_life, voy, chaotica, crew_max_rarity_5","Fire Death Ray",1, 9, 12, 4, 12, 1, 0, 2, , , 300, 305, 405, 550, false,"Chaotica",crew_portraits_cm_doctorchaotica_sm.png,doctor_chaotica_crew, 57.858, 28.0488, 47.7635, 62.9082, 3, 0, 1, 79.7833
"Admiral Riker",0,5, 947,256,540,0,0,0,827,207,408,0,0,0,351,181,484,0,0,0,597,178,539,358,395,808,0,1236,0,754,327,599,1244,0,1036,213,41,204,23,119,416,0,465,0,438,46,294,381,0,281,892,57,"Human, Federation, Starfleet, Pilot, Maverick, Gambler","male, organic, tng, riker, crew_max_rarity_5","Liase",0, 5, 8, 10, 14, 5, 0, , , , 820, 615, 245, 265, false,"Riker",crew_portraits_cm_rikeradmiral_sm.png,riker_admiral_crew, 65.1921, 30.8943, 70.0562, 72.5623, 3, 0, 0, 19.74
"Gralik Durr",0,4, 0,0,0,771,99,242,0,0,0,534,80,243,0,0,0,0,0,0,983,0,1170,0,0,922,274,1015,548,1074,0,0,1195,701,0,1131,0,1099,0,0,1048,289,1149,634,1018,0,0,1136,646,0,1713,1710,"Xindi, Saboteur, Hero, Innovator","nonhuman, male, organic, ent, gralik, crew_max_rarity_4","Purified Fuel Reserves",1, 8, 8, 10, 16, 6, 0, , 0, 2, 2140, 520, 50, 475, false,"Gralik",crew_portraits_cm_gralikdurr_sm.png,gralikdurr_crew, 40.0466, 35.5691, 54.1997, 38.1344, 4, 0, 1, 21.0834
"Doctor Chapel",0,4, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,165,612,0,0,0,0,705,0,0,0,524,0,0,684,0,480,764,0,0,0,0,134,0,0,0,142,0,0,158,0,67,188,1807,1640,"Federation, Starfleet, Human, Physician","female, organic, tos, chapel, crew_max_rarity_4","Dire Prognosis",1, 9, 6, 10, 10, , , , 2, 2, 1175, , 238, 930, false,"Chapel",crew_portraits_cm_chapeldoctor_sm.png,chapel_doctor_crew, 20.0815, 22.1545, 2.395, 22.9732, 2, 0, 0, 0
"Commander Dolim",0,4, 576,163,408,0,0,0,593,122,253,0,0,0,0,0,0,0,0,0,1035,558,964,1208,795,1031,0,0,0,964,1311,820,0,0,0,601,260,550,831,414,943,0,0,0,909,1236,783,0,0,0,1712,1472,"Xindi, Brutal, Villain, Tactician, Interrogator","nonhuman, male, organic, ent, dolim, crew_max_rarity_4","At the Tip of My Blade",2, 5, 12, 10, 12, 1, 1, , , , 385, 545, 107, 1250, false,"Dolim",crew_portraits_cm_dolimcommander_sm.png,dolim_crew, 35.8362, 28.0488, 24.9962, 37.3515, 3, 0, 1, 40.6067
"Colonel Karr",0,4, 481,241,518,0,0,0,503,75,172,239,45,137,0,0,0,0,0,0,1046,662,739,1214,806,1306,1261,0,0,862,1482,1033,1572,1004,0,251,221,88,484,144,1295,1203,0,0,829,1495,1054,1491,969,0,1659,982,"Hirogen, Resourceful, Veteran, Marksman, Tactician, Costumed, Hunter","male, nonhuman, organic, voy, karr, crew_max_rarity_4","Now and After Death",0, 8, 6, 6, 10, , , , 1, 2, 1400, 745, 655, , false,"Karr",crew_portraits_cm_karrssuniform_sm.png,karr_colonel_crew, 37.4466, 66.6667, 15.9049, 50.1889, 5, 0, 0, 39.9783
"Rogue Harry Kim",0,4, 0,0,0,626,133,308,504,101,216,311,94,228,0,0,0,0,0,0,1053,1301,1433,0,0,433,472,1063,583,768,1435,972,1480,934,0,929,1187,1104,0,0,235,199,958,528,400,1346,908,1142,650,0,1594,1167,"Federation, Human, Warp Theorist, Desperate, Innovator, Musician, Criminal, Thief","male, organic, voy, kim, crew_max_rarity_4","Timing is Everything",0, 6, 8, 10, 16, 6, 0, , , , 1150, 1215, 290, 700, false,"Kim",crew_portraits_cm_kimtimeless_sm.png,kim_rogue_crew, 44.3151, 45.5285, 40.0725, 49.7403, 6, 0, 0, 0
"Captain La Forge",0,5, 1055,155,329,456,68,138,0,0,0,865,176,349,0,0,0,0,0,0,221,777,55,894,435,1370,211,1390,870,777,0,0,870,430,0,342,853,69,963,559,1449,218,1439,909,610,0,0,654,284,0,940,949,"Human, Starfleet, Federation, Cyberneticist, Innovator","male, organic, tng, laforge, crew_max_rarity_5","Reluctant Duty",0, 8, 6, 8, 10, 3, 0, 2, , , 1315, 225, 255, , false,"La Forge",crew_portraits_cm_laforgecaptain_sm.png,laforge_captain_crew, 72.5456, 19.7154, 35.1127, 67.018, 2, 0, 0, 20.6501
"General Chang",0,5, 1004,248,518,0,0,0,882,163,326,0,0,0,464,95,221,0,0,0,523,174,487,360,345,815,0,1328,0,762,360,607,1346,0,1130,245,75,234,130,140,680,0,1186,0,669,331,532,1163,0,975,896,201,"Klingon, Veteran, Villain, Hunter, Tactician","nonhuman, male, organic, chang, tng, crew_max_rarity_5","Cry Havok",0, 7, 12, 12, 12, 4, 2, , , , 525, 825, 45, 300, false,"Chang",crew_portraits_cm_changgeneral_sm.png,chang_general_crew, 72.0993, 30.8943, 21.6481, 69.7585, 3, 0, 0, 39.3066
"Ambassador Sarek",0,4, 305,41,155,529,137,514,0,0,0,0,0,0,719,199,402,0,0,0,704,1515,1508,773,1364,988,752,302,584,0,1186,0,959,0,782,180,1460,1441,444,1298,378,304,23,230,0,747,0,527,0,422,1432,363,"Vulcan, Diplomat, Cultural Figure, Communicator, Federation, Telepath, Ambassador","nonhuman, male, organic, sarek, tng, june2024, crew_max_rarity_4","Most Illogical",1, 9, 6, 10, 10, , , , 0, 2, 240, 320, 40, 455, false,"Sarek",crew_portraits_cm_sarekambassador_sm.png,sarek_ambassador_crew, 47.7881, 60.5691, 20.0432, 56.9806, 5, 0, 0, 38.2882
"The Professor",0,5, 0,0,0,848,183,406,0,0,0,628,73,253,1024,189,381,0,0,0,853,0,1050,874,0,801,157,105,470,958,858,0,119,610,507,595,0,1096,851,0,525,112,39,330,1010,808,0,133,642,478,845,276,"Cultural Figure, Villain, Cyberneticist, Hologram, Human, Prodigy, Duelist, Educator","nonhuman, male, tng, artificial_life, moriarty, crew_max_rarity_5","Civilized Abductor",2, 7, 12, 10, 14, 8, 4, , , , 425, , 75, 625, false,"Professor",crew_portraits_cm_moriarty_sm.png,moriarty_professor_crew, 76.8723, 34.7561, 19.9588, 73.9315, 4, 0, 0, 82.7302
"Silik",0,4, 752,105,270,0,0,0,630,99,214,0,0,0,0,0,0,0,0,0,987,450,923,1159,750,1025,0,0,0,955,1306,812,0,0,0,1019,536,963,1192,811,1098,0,0,0,1034,1351,915,0,0,0,1687,1697,"Suliban, Shapeshifter, Temporal Agent, Saboteur","male, organic, ent, nonhuman, silik, crew_max_rarity_4","Enhanced Reactions",2, 7, 12, 10, 12, , , , , , 875, 400, 325, 715, false,"Silik",crew_portraits_cm_silik_sm.png,silik_crew, 42.3555, 29.878, 11.8435, 34.5706, 4, 0, 0, 19.2849
"Mirror Tucker",0,4, 0,0,0,0,0,0,555,106,211,698,125,292,0,0,0,0,0,0,0,1206,933,0,0,1114,716,0,0,363,1365,889,1008,530,0,0,1186,889,0,0,1091,670,0,0,284,1345,907,941,512,0,1716,1667,"Human, Starfleet, Terran Empire, Jury Rigger, Brutal, Explorer, Mirror Universe","male, organic, ent, tucker, mirror, crew_max_rarity_4","Bank's Closed",1, 4, 6, 10, 10, 8, 4, , , , 165, 100, 386, 500, false,"Trip",crew_portraits_cm_tuckermirror_sm.png,tucker_mirror_crew, 38.378, 49.187, 17.4683, 41.4767, 6, 0, 0, 19.2416
"Grand Nagus Zek",0,5, 992,60,177,0,0,0,396,84,191,0,0,0,1104,210,380,0,0,0,885,547,838,168,651,1382,0,594,0,1247,264,1094,519,0,414,1396,809,1346,397,1197,1216,0,615,0,1119,268,996,561,0,450,930,1126,"Ferengi, Cultural Figure, Scoundrel, Gambler, Merchant, Politician","nonhuman, male, organic, ds9, zek, crew_max_rarity_5","Ferengi Business Expansion",1, 8, 6, 8, 10, 3, 0, 2, , , 250, 200, 10, 15, false,"Zek",crew_portraits_cm_zekgrandnagus_sm.png,zek_grand_nagus_crew, 76.4843, 42.8862, 51.8916, 67.3058, 5, 0, 0, 37.3781
